establecimiento,razon_social,productos
NURISTAN S.A.,NURISTAN,PASTIZAL NATURAL
TERMINAL DE CARGAS AEREAS SA,TACO RALO,CHIA
"LONGO, PASCUAL",PASCUAL LONGO,VID
ANGER JORGE/JUNIOR FABIAN,IFAI - LOTE 144,CAÑA DE AZUCAR
DE LIMA ANGEL / MARTINEZ EZEQUIEL / SEGOVIA NADIA SOLEDAD,IFAI - LOTE 18-20,CAÑA DE AZUCAR
DURAN AMBROSIO,IFAI - LOTE 44,CAÑA DE AZUCAR
ENGER LIZARDO LUIS,IFAI - LOTE 152,CAÑA DE AZUCAR
MACHADO MIGUEL/SOLIS ELBA BEATRIZ/MACHADO FABIANA,IFAI - LOTE 14 B,CAÑA DE AZUCAR
PRIETTO ANGEL GABRIEL,IFAI - LOTE 19,CAÑA DE AZUCAR
SOSA DA SILVA JUAN,IFAI - LOTE 61,CAÑA DE AZUCAR
STECIUK MARIO RICARDO / STECIUK ABEL,IFAI - LOTE 233,CAÑA DE AZUCAR
SUAREZ MARIA NELLI,IFAI - LOTE QTA 13,CAÑA DE AZUCAR
COMPAÑIA GENERAL DE FRUTAS S.A.,HILDA,MANZANAS
COMPAÑIA GENERAL DE FRUTAS S.A.,HILDA,PERAS
COMPAÑIA GENERAL DE FRUTAS S.A.,SECCION PRIMERA,MANZANAS
COMPAÑIA GENERAL DE FRUTAS S.A.,SECCION PRIMERA,PERAS
BODEGAS NANNI S.A.,SAN JOSE DE CHIMPA,VID
LA VOLUNTAD S.A.,EL TRAMPEADERO,CHIA (SALVIA HISPANICA L)
RODRIGUEZ NOCETTI S.R.L.,URUNDEL,INCULTO
CASSAB AHUN S.R.L,"FINCAS LA VILLA, DISAGRO Y ANITA",UVA
CASSAB AHUN S.R.L,"FINCAS LA VILLA, DISAGRO Y ANITA",INCULTO
CASSAB AHUN S.R.L,"FINCAS LA VILLA, DISAGRO Y ANITA",PASAS DE UVA
CASSAB AHUN S.R.L,"FINCAS LA VILLA, DISAGRO Y ANITA",CAMPO NATURAL
DON DANIEL DE  ABELARDO E. LEIVA Y GRACIELA S. CANTO,ANGACO,VID
DON DANIEL DE  ABELARDO E. LEIVA Y GRACIELA S. CANTO,ANGACO,OLIVOS
PONCHO VERDE S.A.,PONCHO VERDE,VID
PONCHO VERDE S.A.,PONCHO VERDE,PASAS DE UVA
PONCHO VERDE S.A.,PONCHO VERDE,PISTACHO
PONCHO VERDE S.A.,PONCHO VERDE,OLIVO
PONCHO VERDE S.A.,PONCHO VERDE,CAMPO NATURAL
VONO SA,ALGODONERA PYMA,VID
FINCA DEL PARANA DE INGENIERO PIERINO CAMPETELLI,FINCA DEL PARANA ,HIGOS
FINCA DEL PARANA DE INGENIERO PIERINO CAMPETELLI,FINCA DEL PARANA ,GRANADAS
FINCA DEL PARANA DE INGENIERO PIERINO CAMPETELLI,FINCA DEL PARANA ,PALTAS
TERMINAL DE CARGAS AEREAS SA,CAMPO MERCEDES,CHIA
SUAREZ RAMON OSCAR / JAVIER OSCAR ,IFAI - LOTE QTA 2,CAÑA DE AZUCAR
LA DELICIOSA S.A.,FRUTICOLA PATAGONIA,MANZANA
LA DELICIOSA S.A.,FRUTICOLA PATAGONIA,PERA
LA DELICIOSA S.A.,FRUTICOLA PATAGONIA,CEREZA
LA DELICIOSA S.A.,FRUTICOLA PATAGONIA,VIVERO
"MUÑOZ, MIGUEL","MUÑOZ, MIGUEL",MANZANA
"MUÑOZ, MIGUEL","MUÑOZ, MIGUEL",PERA
SAINT ANTONIN - NAZAR S.H.,ANECON GRANDE,LANA SUCIA
SAINT ANTONIN - NAZAR S.H.,ANECON GRANDE,OVEJAS
SAINT ANTONIN - NAZAR S.H.,ANECON GRANDE,BORREGOS
SAINT ANTONIN - NAZAR S.H.,ANECON GRANDE,BORREGAS
SAINT ANTONIN - NAZAR S.H.,ANECON GRANDE,CAPONES
SAINT ANTONIN - NAZAR S.H.,ANECON GRANDE,CORDEROS
SAINT ANTONIN - NAZAR S.H.,ANECON GRANDE,CARNEROS
DA SILVA ARI/JOSE,IFAI - LOTE 72,CAÑA DE AZUCAR
GONZALEZ ALDO DONATO,GONZALEZ ALDO DONATO,MANZANA
GONZALEZ ALDO DONATO,GONZALEZ ALDO DONATO,PERA
"SANCHEZ, PEDRO",LOS CEDROS,MANZANA
"SANCHEZ, PEDRO",LOS CEDROS,PERA
